Row;Column1;Column;Value
2017;5;mizoram;9
2017;5;mortise;3367
2017;5;murther;45
2017;5;natalia;20
2017;5;neuston;84362
2017;5;nonplus;69906
2017;5;nonsane;67
2017;5;oceanog;177
2017;5;overlay;36645
2017;5;parquet;410
2017;5;philtre;121
2017;5;precast;7122
2017;5;protege;52
2017;5;puccoon;22
2017;5;quamash;69
2017;5;recarve;1731
2017;5;regosol;1087
2017;5;rending;23
2017;5;saurian;718
2017;5;scalpel;624
2017;5;scauper;14
2017;5;seattle;7276
2017;5;service;174
2017;5;shaptin;18547
2017;5;shipman;302
2017;5;solubly;0
2017;5;sophist;19
2017;5;starver;256
2017;5;stertor;144
2017;5;subhead;421
2017;5;sullage;359
2017;5;supreme;57
2017;5;swaddle;0
2017;5;taboret;308
2017;5;toadied;8456
2017;5;triduum;46156
2017;5;tripoli;8
2017;5;trismus;0
2017;5;twinned;107
2017;5;vistula;285
2017;5;woodser;1987
2017;6;agulhas;113
2017;6;airline;6
2017;6;allover;401
2017;6;amenity;0
2017;6;anchovy;47
2017;6;angrier;174
2017;6;aplitic;92
2017;6;arecibo;59
2017;6;arrived;152
2017;6;bambino;55
2017;6;benison;16090
2017;6;berwick;555
2017;6;birling;197
2017;6;britska;50
2017;6;byronic;22
2017;6;cadorna;14183
2017;6;candler;51
2017;6;capelin;79
2017;6;cawdrey;1518
2017;6;chunder;240
2017;6;citizen;56
2017;6;coaxial;352
2017;6;contemn;9308
2017;6;cynurus;186
2017;6;dacryon;8383
2017;6;daro;334
2017;6;doubter;7
2017;6;drawbar;6657
2017;6;ebonise;1090
2017;6;engager;16
2017;6;enskyed;854
2017;6;eroding;296
2017;6;etching;336
2017;6;eyespot;264
2017;6;fergana;11893
2017;6;ferrari;257
2017;6;fleecer;63
2017;6;flunkey;468718
2017;6;flunkou;0
2017;6;fordone;7196
2017;6;fumette;78
2017;6;gingham;4
2017;6;golding;11347
2017;6;gonadal;0
2017;6;gossipy;29
2017;6;grafton;63504
2017;6;heavier;12
2017;6;hydroid;24371
2017;6;iodizer;115
2017;6;ivylike;44
2017;6;kinesic;219
2017;6;kowloon;0
2017;6;lighter;5645
2017;6;luganda;106
2017;6;mabelle;66
2017;6;maestro;2570
2017;6;maginus;438
2017;6;manning;305
2017;6;microhm;13454
2017;6;mitford;23
2017;6;mitzvah;30862
2017;6;mizoram;16
2017;6;mortise;5685
2017;6;murther;31
2017;6;natalia;139
2017;6;neuston;91382
2017;6;nonplus;146958
2017;6;nonsane;126
2017;6;oceanog;164
2017;6;overlay;36154
2017;6;parquet;365
2017;6;philtre;100
2017;6;precast;5311
2017;6;protege;91
2017;6;puccoon;4
2017;6;quamash;76
2017;6;recarve;2327
2017;6;regosol;1240
2017;6;rending;72
2017;6;saurian;857
2017;6;scalpel;1077
2017;6;scauper;102
2017;6;seattle;7883
2017;6;service;101
2017;6;shaptin;18080
2017;6;shipman;240
2017;6;solubly;0
2017;6;sophist;27
2017;6;starver;300
2017;6;stertor;186
2017;6;subhead;422
2017;6;sullage;291
2017;6;supreme;0
2017;6;swaddle;30
2017;6;taboret;335
2017;6;toadied;12020
2017;6;triduum;48261
2017;6;tripoli;0
2017;6;trismus;0
2017;6;twinned;82
2017;6;vistula;197
2017;6;woodser;1617
2017;7;agulhas;93
2017;7;airline;8
2017;7;allover;324
2017;7;amenity;38
2017;7;anchovy;69
2017;7;angrier;75
2017;7;aplitic;47
2017;7;arecibo;57
2017;7;arrived;86
2017;7;bambino;55
2017;7;benison;14271
2017;7;berwick;576
2017;7;birling;434
2017;7;britska;0
2017;7;byronic;21
2017;7;cadorna;14002
2017;7;candler;22
2017;7;capelin;44
2017;7;cawdrey;3833
2017;7;chunder;154
2017;7;citizen;40
2017;7;coaxial;486
2017;7;contemn;8084
2017;7;cynurus;366
2017;7;dacryon;10674
2017;7;daro;325
2017;7;doubter;177
2017;7;drawbar;7433
2017;7;ebonise;1045
2017;7;engager;0
2017;7;enskyed;826
2017;7;eroding;250
2017;7;etching;379
2017;7;eyespot;53
2017;7;fergana;11159
2017;7;ferrari;251
2017;7;fleecer;60
2017;7;flunkey;421901
2017;7;flunkou;0
2017;7;fordone;5049
2017;7;fumette;125
2017;7;gingham;13
2017;7;golding;9679
2017;7;gonadal;6
2017;7;gossipy;52
2017;7;grafton;63597
2017;7;heavier;48
2017;7;hydroid;23284
2017;7;iodizer;177
2017;7;ivylike;45
2017;7;kinesic;165
2017;7;kowloon;0
2017;7;lighter;5331
2017;7;luganda;129
2017;7;mabelle;23
2017;7;maestro;2273
2017;7;maginus;365
2017;7;manning;232
2017;7;microhm;13379
2017;7;mitford;67
2017;7;mitzvah;29897
2017;7;mizoram;31
2017;7;mortise;2883
2017;7;murther;0
2017;7;natalia;73
2017;7;neuston;75139
2017;7;nonplus;81014
2017;7;nonsane;41
2017;7;oceanog;95
2017;7;overlay;31763
2017;7;parquet;401
2017;7;philtre;144
2017;7;precast;5289
2017;7;protege;93
2017;7;puccoon;7
2017;7;quamash;115
2017;7;recarve;1814
2017;7;regosol;1548
2017;7;rending;101
2017;7;saurian;908
2017;7;scalpel;796
2017;7;scauper;61
2017;7;seattle;8253
2017;7;service;156
2017;7;shaptin;16303
2017;7;shipman;243
2017;7;solubly;0
2017;7;sophist;80
2017;7;starver;211
2017;7;stertor;146
2017;7;subhead;296
2017;7;sullage;267
2017;7;supreme;49
2017;7;swaddle;9
2017;7;taboret;355
2017;7;toadied;12156
2017;7;triduum;58865
2017;7;tripoli;83
2017;7;trismus;0
2017;7;twinned;72
2017;7;vistula;175
2017;7;woodser;1373
2017;8;agulhas;116
2017;8;airline;7
2017;8;allover;360
2017;8;amenity;6
2017;8;anchovy;66
2017;8;angrier;129
2017;8;aplitic;34
2017;8;arecibo;22
2017;8;arrived;130
2017;8;bambino;80
2017;8;benison;15301
2017;8;berwick;376
2017;8;birling;422
2017;8;britska;43
2017;8;byronic;53
2017;8;cadorna;15343
2017;8;candler;0
2017;8;capelin;126
2017;8;cawdrey;11103
2017;8;chunder;234
2017;8;citizen;58
2017;8;coaxial;219
2017;8;contemn;8482
2017;8;cynurus;278
2017;8;dacryon;10861
2017;8;daro;299
2017;8;doubter;63
2017;8;drawbar;10542
2017;8;ebonise;995
2017;8;engager;25
2017;8;enskyed;730
2017;8;eroding;290
2017;8;etching;312
2017;8;eyespot;123
2017;8;fergana;13122
2017;8;ferrari;242
2017;8;fleecer;48
2017;8;flunkey;419770
2017;8;flunkou;0
2017;8;fordone;5766
2017;8;fumette;129
2017;8;gingham;0
2017;8;golding;8353
2017;8;gonadal;0
2017;8;gossipy;52
2017;8;grafton;65064
2017;8;heavier;33
2017;8;hydroid;26134
2017;8;iodizer;65
2017;8;ivylike;16
2017;8;kinesic;183
2017;8;kowloon;54
2017;8;lighter;8135
2017;8;luganda;101
2017;8;mabelle;17
2017;8;maestro;1518
2017;8;maginus;1246
2017;8;manning;206
2017;8;microhm;11449
2017;8;mitford;79
2017;8;mitzvah;22947
2017;8;mizoram;23
2017;8;mortise;4135
2017;8;murther;34
2017;8;natalia;86
2017;8;neuston;93166
2017;8;nonplus;78144
2017;8;nonsane;13
2017;8;oceanog;115
2017;8;overlay;40323
2017;8;parquet;438
2017;8;philtre;93
2017;8;precast;9849
2017;8;protege;111
2017;8;puccoon;48
2017;8;quamash;104
2017;8;recarve;1909
2017;8;regosol;1641
2017;8;rending;64
2017;8;saurian;1030
2017;8;scalpel;973
2017;8;scauper;54
2017;8;seattle;9856
2017;8;service;118
2017;8;shaptin;13818
2017;8;shipman;295
2017;8;solubly;0
2017;8;sophist;72
2017;8;starver;82
2017;8;stertor;192
2017;8;subhead;366
2017;8;sullage;150
2017;8;supreme;36
2017;8;swaddle;9
2017;8;taboret;460
2017;8;toadied;8122
2017;8;triduum;47741
2017;8;tripoli;46
2017;8;trismus;58
2017;8;twinned;147
2017;8;vistula;137
2017;8;woodser;1180
2017;9;agulhas;125
2017;9;airline;3
2017;9;allover;312
2017;9;amenity;48
2017;9;anchovy;99
2017;9;angrier;221
2017;9;aplitic;174
2017;9;arecibo;0
2017;9;arrived;137
2017;9;bambino;75
2017;9;benison;14728
2017;9;berwick;473
2017;9;birling;183
2017;9;britska;68
2017;9;byronic;13
2017;9;cadorna;15503
2017;9;candler;0
2017;9;capelin;66
2017;9;cawdrey;10974
2017;9;chunder;336
2017;9;citizen;16
2017;9;coaxial;55
2017;9;contemn;10149
2017;9;cynurus;256
2017;9;dacryon;10740
2017;9;daro;347
2017;9;doubter;242
2017;9;drawbar;6383
2017;9;ebonise;1046
2017;9;engager;0
2017;9;enskyed;899
2017;9;eroding;403
2017;9;etching;233
2017;9;eyespot;440
2017;9;fergana;13282
2017;9;ferrari;326
2017;9;fleecer;78
2017;9;flunkey;430595
2017;9;flunkou;0
2017;9;fordone;9538
2017;9;fumette;157
2017;9;gingham;23
2017;9;golding;8967
2017;9;gonadal;27
2017;9;gossipy;14
2017;9;grafton;69385
2017;9;heavier;37
2017;9;hydroid;20261
2017;9;iodizer;149
2017;9;ivylike;12
2017;9;kinesic;179
2017;9;kowloon;58
2017;9;lighter;4662
2017;9;luganda;154
2017;9;mabelle;73
2017;9;maestro;2483
2017;9;maginus;511
2017;9;manning;123
2017;9;microhm;14354
2017;9;mitford;55
2017;9;mitzvah;29731
2017;9;mizoram;0
2017;9;mortise;3333
2017;9;murther;44
2017;9;natalia;30
2017;9;neuston;78365
2017;9;nonplus;74376
2017;9;nonsane;92
2017;9;oceanog;40
2017;9;overlay;60487
2017;9;parquet;556
2017;9;philtre;57
2017;9;precast;5543
2017;9;protege;77
2017;9;puccoon;42
2017;9;quamash;42
2017;9;recarve;2405
2017;9;regosol;1423
2017;9;rending;44
2017;9;saurian;807
2017;9;scalpel;1232
2017;9;scauper;4
2017;9;seattle;17956
2017;9;service;143
2017;9;shaptin;18823
2017;9;shipman;232
2017;9;solubly;0
2017;9;sophist;38
2017;9;starver;109
2017;9;stertor;200
2017;9;subhead;373
2017;9;sullage;86
2017;9;supreme;56
2017;9;swaddle;26
2017;9;taboret;456
2017;9;toadied;11797
2017;9;triduum;47994
2017;9;tripoli;0
2017;9;trismus;14
2017;9;twinned;152
2017;9;vistula;324
2017;9;woodser;1411
2017;10;agulhas;106
2017;10;airline;28
2017;10;allover;324
2017;10;amenity;62
2017;10;anchovy;84
2017;10;angrier;234
2017;10;aplitic;144
2017;10;arecibo;32
2017;10;arrived;346
2017;10;bambino;62
2017;10;benison;15239
2017;10;berwick;527
2017;10;birling;311
2017;10;britska;18
2017;10;byronic;12
2017;10;cadorna;14492
2017;10;candler;38
2017;10;capelin;80
2017;10;cawdrey;8820
2017;10;chunder;240
2017;10;citizen;29
2017;10;coaxial;78
2017;10;contemn;12016
2017;10;cynurus;185
2017;10;dacryon;12985
2017;10;daro;344
2017;10;doubter;49
2017;10;drawbar;6314
2017;10;ebonise;1109
2017;10;engager;70
2017;10;enskyed;862
2017;10;eroding;487
2017;10;etching;356
2017;10;eyespot;70
2017;10;fergana;12309
2017;10;ferrari;284
2017;10;fleecer;121
2017;10;flunkey;464969
2017;10;flunkou;0
2017;10;fordone;7197
2017;10;fumette;129
2017;10;gingham;37
2017;10;golding;8792
2017;10;gonadal;50
2017;10;gossipy;23
2017;10;grafton;66612
2017;10;heavier;0
2017;10;hydroid;25606
2017;10;iodizer;120
2017;10;ivylike;46
2017;10;kinesic;180
2017;10;kowloon;0
2017;10;lighter;6360
2017;10;luganda;177
2017;10;mabelle;6
2017;10;maestro;2601
2017;10;maginus;338
2017;10;manning;82
2017;10;microhm;13179
2017;10;mitford;0
2017;10;mitzvah;27802
2017;10;mizoram;56
2017;10;mortise;2635
2017;10;murther;30
2017;10;natalia;139
2017;10;neuston;85837
2017;10;nonplus;143271
2017;10;nonsane;35
2017;10;oceanog;203
2017;10;overlay;37545
2017;10;parquet;479
2017;10;philtre;153
2017;10;precast;7528
2017;10;protege;29
2017;10;puccoon;13
2017;10;quamash;120
2017;10;recarve;2315
2017;10;regosol;1218
2017;10;rending;30
2017;10;saurian;707
2017;10;scalpel;602
2017;10;scauper;44
2017;10;seattle;8715
2017;10;service;119
2017;10;shaptin;17015
2017;10;shipman;218
2017;10;solubly;0
2017;10;sophist;30
2017;10;starver;130
2017;10;stertor;195
2017;10;subhead;412
2017;10;sullage;2210
2017;10;supreme;0
2017;10;swaddle;33
2017;10;taboret;447
2017;10;toadied;18042
2017;10;triduum;51124
2017;10;tripoli;35
2017;10;trismus;25
2017;10;twinned;169
2017;10;vistula;357
2017;10;woodser;1154
2017;11;agulhas;93
2017;11;airline;1
2017;11;allover;464
2017;11;amenity;31
2017;11;anchovy;10
2017;11;angrier;218
2017;11;aplitic;118
2017;11;arecibo;24
2017;11;arrived;166
2017;11;bambino;53
2017;11;benison;13961
2017;11;berwick;548
2017;11;birling;372
2017;11;britska;53
2017;11;byronic;0
2017;11;cadorna;16348
2017;11;candler;28
2017;11;capelin;95
2017;11;cawdrey;10564
2017;11;chunder;157
2017;11;citizen;27
2017;11;coaxial;46
2017;11;contemn;9582
2017;11;cynurus;272
2017;11;dacryon;12572
2017;11;daro;256
2017;11;doubter;0
2017;11;drawbar;6474
2017;11;ebonise;1086
2017;11;engager;0
2017;11;enskyed;947
2017;11;eroding;428
2017;11;etching;343
2017;11;eyespot;0
2017;11;fergana;12623
2017;11;ferrari;216
2017;11;fleecer;116
2017;11;flunkey;426384
2017;11;flunkou;0
2017;11;fordone;6001
2017;11;fumette;129
2017;11;gingham;145
2017;11;golding;8914
2017;11;gonadal;0
2017;11;gossipy;18
2017;11;grafton;59436
2017;11;heavier;50
2017;11;hydroid;20614
2017;11;iodizer;87
2017;11;ivylike;0
2017;11;kinesic;175
2017;11;kowloon;11
2017;11;lighter;13250
2017;11;luganda;168
2017;11;mabelle;44
2017;11;maestro;2237
2017;11;maginus;328
2017;11;manning;123
2017;11;microhm;14175
2017;11;mitford;0
2017;11;mitzvah;20776
2017;11;mizoram;0
2017;11;mortise;4902
2017;11;murther;46
2017;11;natalia;89
2017;11;neuston;100355
2017;11;nonplus;78084
2017;11;nonsane;190
2017;11;oceanog;214
2017;11;overlay;37821
2017;11;parquet;433
2017;11;philtre;133
2017;11;precast;8456
2017;11;protege;82
2017;11;puccoon;32
2017;11;quamash;61
2017;11;recarve;1994
2017;11;regosol;1063
2017;11;rending;1
2017;11;saurian;631
2017;11;scalpel;680
2017;11;scauper;41
2017;11;seattle;10229
2017;11;service;168
2017;11;shaptin;15176
2017;11;shipman;215
2017;11;solubly;0
2017;11;sophist;78
2017;11;starver;131
2017;11;stertor;182
2017;11;subhead;264
2017;11;sullage;20
2017;11;supreme;66
2017;11;swaddle;0
2017;11;taboret;403
2017;11;toadied;16746
2017;11;triduum;44119
2017;11;tripoli;9
2017;11;trismus;14
2017;11;twinned;93
2017;11;vistula;16
2017;11;woodser;986
2017;12;agulhas;96
2017;12;airline;42
2017;12;allover;348
2017;12;amenity;0
2017;12;anchovy;65
2017;12;angrier;70
2017;12;aplitic;135
2017;12;arecibo;0
2017;12;arrived;234
2017;12;bambino;47
2017;12;benison;16187
2017;12;berwick;490
2017;12;birling;196
2017;12;britska;12
2017;12;byronic;25
2017;12;cadorna;15822
2017;12;candler;0
2017;12;capelin;93
2017;12;cawdrey;13156
2017;12;chunder;249
2017;12;citizen;43
2017;12;coaxial;87
2017;12;contemn;8339
2017;12;cynurus;145
2017;12;dacryon;10280
2017;12;daro;268
2017;12;doubter;156
2017;12;drawbar;6610
2017;12;ebonise;1052
2017;12;engager;23
2017;12;enskyed;854
2017;12;eroding;438
2017;12;etching;348
2017;12;eyespot;109
2017;12;fergana;13119
2017;12;ferrari;204
2017;12;fleecer;110
2017;12;flunkey;445975
2017;12;flunkou;0
2017;12;fordone;9460
2017;12;fumette;83
2017;12;gingham;45
2017;12;golding;9302
2017;12;gonadal;50
2017;12;gossipy;0
2017;12;grafton;61419
2017;12;heavier;53
2017;12;hydroid;24383
2017;12;iodizer;146
2017;12;ivylike;30
2017;12;kinesic;233
2017;12;kowloon;0
2017;12;lighter;11785
2017;12;luganda;74
2017;12;mabelle;13
2017;12;maestro;2506
2017;12;maginus;420
2017;12;manning;81
2017;12;microhm;14292
2017;12;mitford;34
2017;12;mitzvah;29348
2017;12;mizoram;0
2017;12;mortise;12704
2017;12;murther;56
2017;12;natalia;95
2017;12;neuston;81131
2017;12;nonplus;92530
2017;12;nonsane;62
2017;12;oceanog;225
2017;12;overlay;37827
2017;12;parquet;441
2017;12;philtre;146
2017;12;precast;6845
2017;12;protege;127
2017;12;puccoon;18
2017;12;quamash;123
2017;12;recarve;1813
2017;12;regosol;1134
2017;12;rending;33
2017;12;saurian;732
2017;12;scalpel;700
2017;12;scauper;32
2017;12;seattle;10315
2017;12;service;231
2017;12;shaptin;13528
2017;12;shipman;248
2017;12;solubly;0
2017;12;sophist;64
2017;12;starver;120
2017;12;stertor;164
2017;12;subhead;413
2017;12;sullage;1415
2017;12;supreme;112
2017;12;swaddle;9
2017;12;taboret;549
2017;12;toadied;19279
