Row;Column1;Column;Value
2018;10;scalpel;2091
2018;10;scauper;61
2018;10;seattle;8637
2018;10;service;133
2018;10;shaptin;19524
2018;10;shipman;231
2018;10;solubly;437
2018;10;sophist;72
2018;10;starver;46
2018;10;stertor;191
2018;10;subhead;359
2018;10;sullage;54
2018;10;supreme;0
2018;10;swaddle;0
2018;10;taboret;332
2018;10;toadied;9485
2018;10;triduum;60240
2018;10;tripoli;49
2018;10;trismus;81
2018;10;twinned;69
2018;10;vistula;0
2018;10;woodser;1550
2018;11;agulhas;92
2018;11;airline;43
2018;11;allover;571
2018;11;amenity;33
2018;11;anchovy;139
2018;11;angrier;75
2018;11;aplitic;35
2018;11;arecibo;84
2018;11;arrived;181
2018;11;bambino;0
2018;11;benison;21402
2018;11;berwick;906
2018;11;birling;283
2018;11;britska;13
2018;11;byronic;25
2018;11;cadorna;16007
2018;11;candler;33
2018;11;capelin;412
2018;11;cawdrey;13850
2018;11;chunder;279
2018;11;citizen;6
2018;11;coaxial;0
2018;11;contemn;10998
2018;11;cynurus;270
2018;11;dacryon;15378
2018;11;daro;171
2018;11;doubter;70
2018;11;drawbar;9799
2018;11;ebonise;1237
2018;11;engager;26
2018;11;enskyed;708
2018;11;eroding;242
2018;11;etching;326
2018;11;eyespot;78
2018;11;fergana;12962
2018;11;ferrari;185
2018;11;fleecer;98
2018;11;flunkey;519706
2018;11;flunkou;3053
2018;11;fordone;12172
2018;11;fumette;118
2018;11;gingham;125
2018;11;golding;12086
2018;11;gonadal;51
2018;11;gossipy;39
2018;11;grafton;8558
2018;11;heavier;0
2018;11;hydroid;27859
2018;11;iodizer;166
2018;11;ivylike;16
2018;11;kinesic;123
2018;11;kowloon;39
2018;11;lighter;25994
2018;11;luganda;134
2018;11;mabelle;61
2018;11;maestro;2420
2018;11;maginus;99
2018;11;manning;126
2018;11;microhm;15738
2018;11;mitford;0
2018;11;mitzvah;25082
2018;11;mizoram;83
2018;11;mortise;21953
2018;11;murther;42
2018;11;natalia;0
2018;11;neuston;74437
2018;11;nonplus;177720
2018;11;nonsane;80
2018;11;oceanog;0
2018;11;overlay;37220
2018;11;parquet;509
2018;11;philtre;177
2018;11;precast;9880
2018;11;protege;7
2018;11;puccoon;59
2018;11;quamash;103
2018;11;recarve;23126
2018;11;regosol;422
2018;11;rending;0
2018;11;saurian;631
2018;11;scalpel;2409
2018;11;scauper;33
2018;11;seattle;10346
2018;11;service;104
2018;11;shaptin;16147
2018;11;shipman;259
2018;11;solubly;410
2018;11;sophist;0
2018;11;starver;122
2018;11;stertor;264
2018;11;subhead;394
2018;11;sullage;22
2018;11;supreme;54
2018;11;swaddle;0
2018;11;taboret;375
2018;11;toadied;5023
2018;11;triduum;54493
2018;11;tripoli;0
2018;11;trismus;14
2018;11;twinned;80
2018;11;vistula;5
2018;11;woodser;1490
2018;12;agulhas;123
2018;12;airline;24
2018;12;allover;507
2018;12;amenity;67
2018;12;anchovy;150
2018;12;angrier;100
2018;12;aplitic;105
2018;12;arecibo;63
2018;12;arrived;198
2018;12;bambino;15
2018;12;benison;21696
2018;12;berwick;920
2018;12;birling;343
2018;12;britska;56
2018;12;byronic;48
2018;12;cadorna;18773
2018;12;candler;18
2018;12;capelin;432
2018;12;cawdrey;14800
2018;12;chunder;201
2018;12;citizen;26
2018;12;coaxial;0
2018;12;contemn;10244
2018;12;cynurus;243
2018;12;dacryon;12530
2018;12;daro;254
2018;12;doubter;131
2018;12;drawbar;10399
2018;12;ebonise;1321
2018;12;engager;31
2018;12;enskyed;715
2018;12;eroding;364
2018;12;etching;394
2018;12;eyespot;79
2018;12;fergana;12981
2018;12;ferrari;162
2018;12;fleecer;82
2018;12;flunkey;533905
2018;12;flunkou;3387
2018;12;fordone;13129
2018;12;fumette;152
2018;12;gingham;0
2018;12;golding;13423
2018;12;gonadal;5
2018;12;gossipy;0
2018;12;grafton;7290
2018;12;heavier;69
2018;12;hydroid;24586
2018;12;iodizer;117
2018;12;ivylike;25
2018;12;kinesic;192
2018;12;kowloon;0
2018;12;lighter;33662
2018;12;luganda;162
2018;12;mabelle;9
2018;12;maestro;3452
2018;12;maginus;108
2018;12;manning;100
2018;12;microhm;15832
2018;12;mitford;0
2018;12;mitzvah;25851
2018;12;mizoram;0
2018;12;mortise;12441
2018;12;murther;27
2018;12;natalia;3
2018;12;neuston;110544
2018;12;nonplus;104515
2018;12;nonsane;82
2018;12;oceanog;0
2018;12;overlay;34755
2018;12;parquet;599
2018;12;philtre;173
2018;12;precast;11650
2018;12;protege;58
2018;12;puccoon;0
2018;12;quamash;80
2018;12;recarve;17446
2018;12;regosol;477
2018;12;rending;15
2018;12;saurian;771
2018;12;scalpel;3009
2018;12;scauper;68
2018;12;seattle;11215
2018;12;service;133
2018;12;shaptin;20587
2018;12;shipman;213
2018;12;solubly;442
2018;12;sophist;38
2018;12;starver;88
2018;12;stertor;242
2018;12;subhead;423
2018;12;sullage;311
2018;12;supreme;191
2018;12;swaddle;0
2018;12;taboret;429
2018;12;toadied;4562
2018;12;triduum;64581
2018;12;tripoli;0
2018;12;trismus;0
2018;12;twinned;90
2018;12;vistula;271
2018;12;woodser;1388
2018;13;agulhas;119
2018;13;airline;21
2018;13;allover;386
2018;13;amenity;16
2018;13;anchovy;104
2018;13;angrier;52
2018;13;aplitic;72
2018;13;arecibo;15
2018;13;arrived;151
2018;13;bambino;27
2018;13;benison;19631
2018;13;berwick;709
2018;13;birling;148
2018;13;britska;17
2018;13;byronic;63
2018;13;cadorna;16296
2018;13;candler;30
2018;13;capelin;302
2018;13;cawdrey;11579
2018;13;chunder;205
2018;13;citizen;0
2018;13;coaxial;0
2018;13;contemn;8509
2018;13;cynurus;45
2018;13;dacryon;10499
2018;13;daro;138
2018;13;doubter;164
2018;13;drawbar;10537
2018;13;ebonise;1328
2018;13;engager;11
2018;13;enskyed;790
2018;13;eroding;287
2018;13;etching;353
2018;13;eyespot;0
2018;13;fergana;10681
2018;13;ferrari;193
2018;13;fleecer;66
2018;13;flunkey;521768
2018;13;flunkou;2750
2018;13;fordone;10170
2018;13;fumette;150
2018;13;gingham;0
2018;13;golding;10371
2018;13;gonadal;21
2018;13;gossipy;1
2018;13;grafton;11599
2018;13;heavier;0
2018;13;hydroid;24085
2018;13;iodizer;138
2018;13;ivylike;61
2018;13;kinesic;110
2018;13;kowloon;23
2018;13;lighter;38008
2018;13;luganda;122
2018;13;mabelle;63
2018;13;maestro;1865
2018;13;maginus;114
2018;13;manning;141
2018;13;microhm;13266
2018;13;mitford;38
2018;13;mitzvah;19212
2018;13;mizoram;0
2018;13;mortise;11252
2018;13;murther;48
2018;13;natalia;22
2018;13;neuston;82787
2018;13;nonplus;85921
2018;13;nonsane;23
2018;13;oceanog;41
2018;13;overlay;37225
2018;13;parquet;524
2018;13;philtre;101
2018;13;precast;9381
2018;13;protege;54
2018;13;puccoon;45
2018;13;quamash;25
2018;13;recarve;18952
2018;13;regosol;567
2018;13;rending;14
2018;13;saurian;554
2018;13;scalpel;1935
2018;13;scauper;1
2018;13;seattle;7542
2018;13;service;105
2018;13;shaptin;15373
2018;13;shipman;219
2018;13;solubly;337
2018;13;sophist;39
2018;13;starver;109
2018;13;stertor;219
2018;13;subhead;346
2018;13;sullage;360
2018;13;supreme;0
2018;13;swaddle;0
2018;13;taboret;345
2018;13;toadied;4211
2018;13;triduum;50371
2018;13;tripoli;0
2018;13;trismus;23
2018;13;twinned;107
2018;13;vistula;247
2018;13;woodser;1602
2018;14;agulhas;131
2018;14;airline;0
2018;14;allover;638
2018;14;amenity;30
2018;14;anchovy;131
2018;14;angrier;277
2018;14;aplitic;60
2018;14;arecibo;0
2018;14;arrived;269
2018;14;bambino;54
2018;14;benison;24172
2018;14;berwick;1021
2018;14;birling;209
2018;14;britska;4
2018;14;byronic;0
2018;14;cadorna;16514
2018;14;candler;22
2018;14;capelin;389
2018;14;cawdrey;15261
2018;14;chunder;299
2018;14;citizen;16
2018;14;coaxial;0
2018;14;contemn;11502
2018;14;cynurus;130
2018;14;dacryon;11879
2018;14;daro;196
2018;14;doubter;44
2018;14;drawbar;9982
2018;14;ebonise;1868
2018;14;engager;0
2018;14;enskyed;590
2018;14;eroding;301
2018;14;etching;414
2018;14;eyespot;101
2018;14;fergana;11841
2018;14;ferrari;236
2018;14;fleecer;109
2018;14;flunkey;627173
2018;14;flunkou;3337
2018;14;fordone;20497
2018;14;fumette;133
2018;14;gingham;0
2018;14;golding;17449
2018;14;gonadal;34
2018;14;gossipy;8
2018;14;grafton;4749
2018;14;heavier;79
2018;14;hydroid;28072
2018;14;iodizer;196
2018;14;ivylike;26
2018;14;kinesic;162
2018;14;kowloon;23
2018;14;lighter;35892
2018;14;luganda;128
2018;14;mabelle;73
2018;14;maestro;2151
2018;14;maginus;148
2018;14;manning;30
2018;14;microhm;16646
2018;14;mitford;19
2018;14;mitzvah;27660
2018;14;mizoram;0
2018;14;mortise;22435
2018;14;murther;67
2018;14;natalia;0
2018;14;neuston;69174
2018;14;nonplus;118586
2018;14;nonsane;11
2018;14;oceanog;14
2018;14;overlay;44366
2018;14;parquet;766
2018;14;philtre;213
2018;14;precast;15457
2018;14;protege;42
2018;14;puccoon;19
2018;14;quamash;83
2018;14;recarve;15529
2018;14;regosol;557
2018;14;rending;80
2018;14;saurian;897
2018;14;scalpel;3163
2018;14;scauper;67
2018;14;seattle;16451
2018;14;service;193
2018;14;shaptin;16872
2018;14;shipman;348
2018;14;solubly;646
2018;14;sophist;29
2018;14;starver;127
2018;14;stertor;299
2018;14;subhead;440
2018;14;sullage;226
2018;14;supreme;91
2018;14;swaddle;0
2018;14;taboret;588
2018;14;toadied;7755
2018;14;triduum;52276
2018;14;tripoli;387
2018;14;trismus;13
2018;14;twinned;112
2018;14;vistula;324
2018;14;woodser;2349
2018;15;agulhas;110
2018;15;airline;33
2018;15;allover;430
2018;15;amenity;16
2018;15;anchovy;117
2018;15;angrier;275
2018;15;aplitic;105
2018;15;arecibo;17
2018;15;arrived;482
2018;15;bambino;76
2018;15;benison;20652
2018;15;berwick;796
2018;15;birling;650
2018;15;britska;57
2018;15;byronic;34
2018;15;cadorna;17136
2018;15;candler;39
2018;15;capelin;502
2018;15;cawdrey;11658
2018;15;chunder;285
2018;15;citizen;18
2018;15;coaxial;0
2018;15;contemn;10225
2018;15;cynurus;215
2018;15;dacryon;11642
2018;15;daro;267
2018;15;doubter;62
2018;15;drawbar;9380
2018;15;ebonise;1671
2018;15;engager;0
2018;15;enskyed;471
2018;15;eroding;386
2018;15;etching;430
2018;15;eyespot;81
2018;15;fergana;13699
2018;15;ferrari;258
2018;15;fleecer;99
2018;15;flunkey;590896
2018;15;flunkou;2808
2018;15;fordone;14181
2018;15;fumette;165
2018;15;gingham;0
2018;15;golding;18853
2018;15;gonadal;0
2018;15;gossipy;35
2018;15;grafton;4032
2018;15;heavier;15
2018;15;hydroid;26528
2018;15;iodizer;99
2018;15;ivylike;36
2018;15;kinesic;188
2018;15;kowloon;0
2018;15;lighter;29322
2018;15;luganda;170
2018;15;mabelle;96
2018;15;maestro;2181
2018;15;maginus;102
2018;15;manning;87
2018;15;microhm;16399
2018;15;mitford;2
2018;15;mitzvah;24552
2018;15;mizoram;36
2018;15;mortise;17158
2018;15;murther;62
2018;15;natalia;28
2018;15;neuston;87848
2018;15;nonplus;172860
2018;15;nonsane;15
2018;15;oceanog;0
2018;15;overlay;31707
2018;15;parquet;678
2018;15;philtre;211
2018;15;precast;9432
2018;15;protege;53
2018;15;puccoon;4
2018;15;quamash;143
2018;15;recarve;18976
2018;15;regosol;680
2018;15;rending;83
2018;15;saurian;911
2018;15;scalpel;2964
2018;15;scauper;31
2018;15;seattle;11145
2018;15;service;149
2018;15;shaptin;21092
2018;15;shipman;313
2018;15;solubly;292
2018;15;sophist;25
2018;15;starver;53
2018;15;stertor;252
2018;15;subhead;472
2018;15;sullage;1725
2018;15;supreme;74
2018;15;swaddle;0
2018;15;taboret;521
2018;15;toadied;7022
2018;15;triduum;47258
2018;15;tripoli;102
2018;15;trismus;0
2018;15;twinned;133
2018;15;vistula;327
2018;15;woodser;1775
2018;16;agulhas;133
2018;16;airline;51
2018;16;allover;415
2018;16;amenity;0
2018;16;anchovy;135
2018;16;angrier;209
2018;16;aplitic;81
2018;16;arecibo;50
2018;16;arrived;401
2018;16;bambino;46
2018;16;benison;19680
2018;16;berwick;1084
2018;16;birling;188
2018;16;britska;25
2018;16;byronic;42
2018;16;cadorna;15257
2018;16;candler;1
2018;16;capelin;343
2018;16;cawdrey;13704
2018;16;chunder;306
2018;16;citizen;24
2018;16;coaxial;0
2018;16;contemn;9942
2018;16;cynurus;153
2018;16;dacryon;12197
2018;16;daro;225
2018;16;doubter;217
2018;16;drawbar;11189
2018;16;ebonise;1378
2018;16;engager;0
2018;16;enskyed;498
2018;16;eroding;514
2018;16;etching;400
2018;16;eyespot;74
2018;16;fergana;12558
2018;16;ferrari;253
2018;16;fleecer;128
2018;16;flunkey;628979
2018;16;flunkou;3271
2018;16;fordone;12158
2018;16;fumette;152
2018;16;gingham;4
2018;16;golding;15132
2018;16;gonadal;9
2018;16;gossipy;26
2018;16;grafton;4427
2018;16;heavier;4
2018;16;hydroid;29153
2018;16;iodizer;83
2018;16;ivylike;14
2018;16;kinesic;203
2018;16;kowloon;14
2018;16;lighter;25662
2018;16;luganda;181
2018;16;mabelle;42
2018;16;maestro;3302
2018;16;maginus;151
2018;16;manning;126
2018;16;microhm;15430
2018;16;mitford;14
2018;16;mitzvah;27510
2018;16;mizoram;50
2018;16;mortise;21624
2018;16;murther;64
2018;16;natalia;0
2018;16;neuston;161948
2018;16;nonplus;113939
2018;16;nonsane;34
2018;16;oceanog;0
2018;16;overlay;32612
2018;16;parquet;663
2018;16;philtre;204
2018;16;precast;13414
2018;16;protege;76
2018;16;puccoon;0
2018;16;quamash;52
2018;16;recarve;25697
2018;16;regosol;849
2018;16;rending;42
2018;16;saurian;1336
2018;16;scalpel;4416
2018;16;scauper;111
2018;16;seattle;17213
2018;16;service;134
2018;16;shaptin;18586
2018;16;shipman;199
2018;16;solubly;266
2018;16;sophist;51
2018;16;starver;149
2018;16;stertor;198
2018;16;subhead;424
2018;16;sullage;212
2018;16;supreme;114
2018;16;swaddle;0
2018;16;taboret;506
2018;16;toadied;4757
2018;16;triduum;56638
2018;16;tripoli;26
2018;16;trismus;57
2018;16;twinned;105
2018;16;vistula;327
2018;16;woodser;1572
2018;17;agulhas;140
2018;17;airline;49
2018;17;allover;699
2018;17;amenity;9
2018;17;anchovy;159
2018;17;angrier;197
2018;17;aplitic;101
2018;17;arecibo;0
2018;17;arrived;322
2018;17;bambino;40
2018;17;benison;21501
2018;17;berwick;830
2018;17;birling;303
2018;17;britska;80
2018;17;byronic;20
2018;17;cadorna;15014
2018;17;candler;31
2018;17;capelin;378
2018;17;cawdrey;7061
2018;17;chunder;211
2018;17;citizen;38
2018;17;coaxial;0
2018;17;contemn;10204
2018;17;cynurus;172
2018;17;dacryon;8009
2018;17;daro;212
2018;17;doubter;51
2018;17;drawbar;11991
2018;17;ebonise;1202
2018;17;engager;14
2018;17;enskyed;483
2018;17;eroding;879
2018;17;etching;280
2018;17;eyespot;58
2018;17;fergana;12683
2018;17;ferrari;255
2018;17;fleecer;175
2018;17;flunkey;606886
2018;17;flunkou;3802
2018;17;fordone;14489
2018;17;fumette;100
2018;17;gingham;39
2018;17;golding;9426
2018;17;gonadal;48
2018;17;gossipy;4
2018;17;grafton;4150
2018;17;heavier;20
2018;17;hydroid;29222
2018;17;iodizer;62
2018;17;ivylike;0
2018;17;kinesic;97
2018;17;kowloon;0
2018;17;lighter;26954
2018;17;luganda;147
2018;17;mabelle;5
2018;17;maestro;3071
2018;17;maginus;142
2018;17;manning;119
2018;17;microhm;16192
2018;17;mitford;35
2018;17;mitzvah;25588
2018;17;mizoram;0
2018;17;mortise;18027
2018;17;murther;56
2018;17;natalia;5
2018;17;neuston;134061
2018;17;nonplus;97788
2018;17;nonsane;11
2018;17;oceanog;0
2018;17;overlay;40477
2018;17;parquet;859
2018;17;philtre;235
2018;17;precast;10296
2018;17;protege;78
2018;17;puccoon;0
2018;17;quamash;131
2018;17;recarve;13789
2018;17;regosol;736
2018;17;rending;15
2018;17;saurian;709
2018;17;scalpel;2770
2018;17;scauper;211
2018;17;seattle;10429
2018;17;service;81
2018;17;shaptin;18547
2018;17;shipman;182
2018;17;solubly;591
2018;17;sophist;0
2018;17;starver;206
2018;17;stertor;252
2018;17;subhead;436
2018;17;sullage;492
2018;17;supreme;17
2018;17;swaddle;0
2018;17;taboret;682
2018;17;toadied;2650
2018;17;triduum;47373
2018;17;tripoli;8
2018;17;trismus;0
2018;17;twinned;164
2018;17;vistula;594
2018;17;woodser;1742
2018;18;agulhas;147
2018;18;airline;0
2018;18;allover;503
2018;18;amenity;80
2018;18;anchovy;101
2018;18;angrier;162
2018;18;aplitic;159
2018;18;arecibo;0
2018;18;arrived;266
2018;18;bambino;14
2018;18;benison;22144
2018;18;berwick;1149
2018;18;birling;29
2018;18;britska;33
2018;18;byronic;27
2018;18;cadorna;15835
2018;18;candler;57
2018;18;capelin;312
2018;18;cawdrey;8969
2018;18;chunder;248
2018;18;citizen;0
2018;18;coaxial;0
2018;18;contemn;10815
2018;18;cynurus;275
2018;18;dacryon;13524
2018;18;daro;250
2018;18;doubter;140
2018;18;drawbar;9972
2018;18;ebonise;1303
2018;18;engager;0
2018;18;enskyed;527
2018;18;eroding;694
2018;18;etching;258
2018;18;eyespot;87
2018;18;fergana;12197
2018;18;ferrari;197
2018;18;fleecer;135
2018;18;flunkey;617151
2018;18;flunkou;2620
2018;18;fordone;14126
2018;18;fumette;92
2018;18;gingham;36
2018;18;golding;10071
2018;18;gonadal;39
2018;18;gossipy;36
2018;18;grafton;3946
2018;18;heavier;34
2018;18;hydroid;28838
2018;18;iodizer;106
2018;18;ivylike;62
2018;18;kinesic;120
2018;18;kowloon;70
2018;18;lighter;37628
2018;18;luganda;168
2018;18;mabelle;63
2018;18;maestro;2510
2018;18;maginus;96
2018;18;manning;134
2018;18;microhm;16791
2018;18;mitford;8
2018;18;mitzvah;28488
2018;18;mizoram;15
2018;18;mortise;18873
2018;18;murther;15
2018;18;natalia;0
2018;18;neuston;147361
2018;18;nonplus;94367
2018;18;nonsane;57
2018;18;oceanog;0
2018;18;overlay;34158
2018;18;parquet;930
2018;18;philtre;226
2018;18;precast;11322
2018;18;protege;115
2018;18;puccoon;42
2018;18;quamash;121
2018;18;recarve;19485
2018;18;regosol;646
2018;18;rending;43
2018;18;saurian;806
2018;18;scalpel;2897
2018;18;scauper;76
2018;18;seattle;11610
2018;18;service;119
2018;18;shaptin;16598
2018;18;shipman;200
2018;18;solubly;423
2018;18;sophist;31
2018;18;starver;486
2018;18;stertor;251
2018;18;subhead;462
2018;18;sullage;179
2018;18;supreme;63
2018;18;swaddle;0
2018;18;taboret;728
2018;18;toadied;7207
2018;18;triduum;53068
2018;18;tripoli;24
2018;18;trismus;35
2018;18;twinned;176
2018;18;vistula;358
2018;18;woodser;1496
2018;19;agulhas;142
2018;19;airline;30
2018;19;allover;598
2018;19;amenity;22
2018;19;anchovy;162
2018;19;angrier;195
2018;19;aplitic;125
2018;19;arecibo;99
2018;19;arrived;282
2018;19;bambino;39
2018;19;benison;20998
2018;19;berwick;1177
2018;19;birling;327
2018;19;britska;93
2018;19;byronic;0
2018;19;cadorna;14605
2018;19;candler;31
2018;19;capelin;360
2018;19;cawdrey;9467
2018;19;chunder;318
2018;19;citizen;48
2018;19;coaxial;0
2018;19;contemn;12005
2018;19;cynurus;174
2018;19;dacryon;13443
2018;19;daro;273
2018;19;doubter;272
2018;19;drawbar;10445
2018;19;ebonise;1385
2018;19;engager;30
2018;19;enskyed;536
2018;19;eroding;456
2018;19;etching;278
2018;19;eyespot;9
2018;19;fergana;11964
2018;19;ferrari;198
2018;19;fleecer;171
2018;19;flunkey;679754
2018;19;flunkou;2857
2018;19;fordone;12448
2018;19;fumette;174
2018;19;gingham;0
2018;19;golding;9546
2018;19;gonadal;79
2018;19;gossipy;0
2018;19;grafton;3994
2018;19;heavier;74
2018;19;hydroid;28263
2018;19;iodizer;95
2018;19;ivylike;97
2018;19;kinesic;177
2018;19;kowloon;36
2018;19;lighter;24902
2018;19;luganda;163
2018;19;mabelle;28
2018;19;maestro;3011
2018;19;maginus;108
2018;19;manning;74
2018;19;microhm;16611
2018;19;mitford;25
2018;19;mitzvah;23262
2018;19;mizoram;0
2018;19;mortise;20393
2018;19;murther;44
2018;19;natalia;0
2018;19;neuston;82964
2018;19;nonplus;143708
2018;19;nonsane;146
2018;19;oceanog;0
2018;19;overlay;32495
2018;19;parquet;919
2018;19;philtre;171
2018;19;precast;9656
2018;19;protege;7
2018;19;puccoon;23
2018;19;quamash;121
2018;19;recarve;17018
2018;19;regosol;490
2018;19;rending;29
2018;19;saurian;778
2018;19;scalpel;4072
2018;19;scauper;51
2018;19;seattle;8881
2018;19;service;117
2018;19;shaptin;21360
2018;19;shipman;202
2018;19;solubly;417
2018;19;sophist;7
2018;19;starver;567
2018;19;stertor;274
2018;19;subhead;581
2018;19;sullage;115
2018;19;supreme;8
2018;19;swaddle;0
2018;19;taboret;802
2018;19;toadied;6171
2018;19;triduum;45141
2018;19;tripoli;36
2018;19;trismus;53
2018;19;twinned;180
2018;19;vistula;861
2018;19;woodser;1520
2018;2;agulhas;151
2018;2;airline;0
2018;2;allover;304
2018;2;amenity;20
2018;2;anchovy;215
2018;2;angrier;370
2018;2;aplitic;101
2018;2;arecibo;30
2018;2;arrived;558
2018;2;bambino;60
2018;2;benison;22098
2018;2;berwick;745
2018;2;birling;331
2018;2;britska;48
2018;2;byronic;41
2018;2;cadorna;18266
2018;2;candler;33
2018;2;capelin;293
2018;2;cawdrey;9462
2018;2;chunder;240
2018;2;citizen;12
2018;2;coaxial;0
2018;2;contemn;10647
2018;2;cynurus;117
2018;2;dacryon;14174
2018;2;daro;0
2018;2;doubter;137
2018;2;drawbar;10685
2018;2;ebonise;1818
2018;2;engager;98
2018;2;enskyed;547
2018;2;eroding;281
2018;2;etching;774
2018;2;eyespot;0
2018;2;fergana;12958
2018;2;ferrari;304
2018;2;fleecer;34
2018;2;flunkey;730098
2018;2;flunkou;2635
2018;2;fordone;19422
2018;2;fumette;144
2018;2;gingham;13
2018;2;golding;20558
2018;2;gonadal;24
2018;2;gossipy;34
2018;2;grafton;4595
2018;2;heavier;62
2018;2;hydroid;28219
2018;2;iodizer;133
2018;2;ivylike;58
2018;2;kinesic;258
2018;2;kowloon;0
2018;2;lighter;33676
2018;2;luganda;157
2018;2;mabelle;53
2018;2;maestro;2068
2018;2;maginus;91
2018;2;manning;291
2018;2;microhm;16577
2018;2;mitford;49
2018;2;mitzvah;35721
2018;2;mizoram;19
2018;2;mortise;12982
2018;2;murther;53
2018;2;natalia;23
2018;2;neuston;92202
2018;2;nonplus;116195
2018;2;nonsane;111
2018;2;oceanog;22
2018;2;overlay;50632
2018;2;parquet;434
2018;2;philtre;183
2018;2;precast;10436
2018;2;protege;0
2018;2;puccoon;0
2018;2;quamash;69
2018;2;recarve;16359
2018;2;regosol;794
2018;2;rending;0
2018;2;saurian;1134
2018;2;scalpel;2210
2018;2;scauper;59
2018;2;seattle;8229
2018;2;service;264
2018;2;shaptin;22429
2018;2;shipman;264
2018;2;solubly;338
2018;2;sophist;83
2018;2;starver;76
2018;2;stertor;218
2018;2;subhead;510
2018;2;sullage;152
2018;2;supreme;0
2018;2;swaddle;0
